Test_No,SEID,System_Error,Parameter,DateNum_Start,Start,Stop,Datenum_Stop,Max,Min,Mean,Std,Ppk
150526-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736110.8112,42150.81111,42150.84306,736110.8431,,,,,
150603-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736118.9397,42158.93958,42159.23333,736119.2336,1557.748535,1171.018555,1380.09786,155.2155113,2.963831488
150604-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736119.5425,42159.54236,42159.75347,736119.7539,1503.548584,1344.253906,1400.944458,73.14876467,6.383996888
150604-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736119.9097,42159.90903,42160.30069,736120.3007,1792.899414,1203.01355,1471.973066,164.6232411,2.980488571
150605-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736120.4107,42160.41042,42160.70833,736120.7085,1539.10144,1224.485474,1383.892548,143.7644772,3.208703045
150605-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736120.8431,42160.84306,42160.95903,736120.9591,1344.832886,1086.613037,1199.936483,131.9735249,3.030750507
150624-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736139.8491,42179.84861,42180.32569,736140.3258,1682.790039,1512.143311,1585.530221,60.3716226,8.754279758
150625-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736140.8805,42180.87986,42181.32361,736141.324,1663.09021,1081.915649,1412.265411,151.570166,3.105856183
150627-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736142.538,42182.5375,42182.90486,736142.9049,1639.780273,1045.749023,1381.879499,191.5613786,2.404589605
150629-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736144.8669,42184.86667,42185.08264,736145.0828,952.8719482,912.7722778,932.822113,28.35474887,10.96608916
150630-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736145.8861,42185.88542,42186.27083,736146.2714,1495.946777,906.3439941,1141.336578,252.4835908,1.506812878
150701-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736146.9103,42186.90972,42187.34444,736147.3448,1176.445557,836.6248779,1009.477783,142.2139352,2.366101422
150702-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736147.3809,42187.38056,42187.8125,736147.8128,1221.766113,831.0807495,1087.898718,158.6179174,2.28620393
150702-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736147.8734,42187.87292,42188.33125,736148.3317,1298.187744,929.1296387,1128.195374,191.4503635,1.964295693
150703-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736148.7864,42188.78611,42188.93889,736148.9391,1110.335815,1110.335815,1110.335815,,
150706-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736151.8348,42191.83472,42192.23125,736152.2313,1201.39563,919.5316772,1036.730481,108.2754164,3.191646254
150707-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736152.3646,42192.36389,42192.79236,736152.7928,1148.300537,800.0823364,984.9369385,136.5489505,2.404356179
150707-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736152.8775,42192.87708,42193.34167,736153.3418,1632.723999,915.298645,1257.708988,207.0287648,2.02501488
150708-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736153.4391,42193.43889,42193.78958,736153.79,1668.83313,1136.457642,1387.753163,212.1230065,2.180736523
150708-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736153.8883,42193.88819,42194.16458,736154.1648,1301.811035,1301.811035,1301.811035,,
150709-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736154.4115,42194.41111,42194.81042,736154.8104,1380.549683,1380.549683,1380.549683,,
150709-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736154.8817,42194.88125,42195.28472,736155.2848,1544.050903,968.1664429,1292.751841,203.9686002,2.112664792
150710-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736155.3704,42195.37014,42195.76528,736155.7656,1568.239624,1123.872803,1409.247876,167.8988582,2.797811117
150710-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736155.8801,42195.87986,42196.17847,736156.1786,1434.991821,1106.735718,1259.073986,100.4681566,4.177356714
150711-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736156.4595,42196.45903,42196.73611,736156.7364,1936.76001,1275.501343,1386.874234,189.2632542,2.442584078
150713-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736158.8608,42198.86042,42199.275,736159.2751,1539.556641,827.154541,993.7300023,188.3919829,1.758266615
150715-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736160.8766,42200.87639,42201.34236,736161.3426,1585.609619,906.505127,1093.494191,167.4495336,2.176763685
150716-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736161.4475,42201.44722,42201.74514,736161.7455,1474.02478,937.6596069,1116.770208,203.4857633,1.829399413
150716-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736161.9004,42201.9,42202.30694,736162.3072,1502.3927,918.9683228,1098.146313,232.7784274,1.572520165
150717-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736162.3938,42202.39375,42202.78403,736162.7845,1066.308228,908.8760986,992.4747162,65.66513539,5.038060204
150717-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736162.8781,42202.87778,42203.12153,736163.1219,1404.591187,1167.75708,1279.52793,94.97033632,4.490973986
150721-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736166.6791,42206.67847,42206.73125,736166.7314,,,,,
150722-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736167.8628,42207.8625,42207.89861,736167.8992,,,,,
150728-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736174.0009,42214.00069,42214.36597,736174.3665,1712.662842,1280.76001,1480.434554,115.6179395,4.268180066
150729-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736174.3862,42214.38611,42214.75278,736174.7531,1621.123169,1040.116455,1384.563878,113.6941334,4.059323719
150729-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736175.0349,42215.03472,42215.36111,736175.3618,1450.313477,959.7498779,1280.733724,180.3176296,2.367551316
150730-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736175.4074,42215.40694,42215.78958,736175.7898,1454.683105,1121.64856,1362.906331,128.9727807,3.522465035
150730-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736175.881,42215.88056,42216.31319,736176.3133,1624.852783,1035.97937,1406.963555,183.7323142,2.552560522
150731-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736176.4126,42216.4125,42216.63681,736176.6372,1192.568359,1001.947998,1097.258179,134.7889501,2.71352159
150731-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736176.8931,42216.89306,42217.34653,736177.3467,1688.479248,1088.522217,1285.302791,144.2745855,2.969575426
150801-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736177.5525,42217.55208,42217.78056,736177.7809,1636.191284,1160.420166,1322.23042,141.0697724,3.124294211
150803-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736179.8544,42219.85417,42220.22431,736180.2247,1347.792358,1347.792358,1347.792358,,
150804-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736180.3565,42220.35625,42220.49514,736180.4956,,,,,
150804-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736180.8791,42220.87847,42221.30556,736181.3061,1752.707886,1284.670776,1482.237499,102.6673524,4.812427269
150805-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736181.4076,42221.40694,42221.76319,736181.7634,1693.009644,1224.161621,1474.875175,97.37047478,5.049015726
150805-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736181.8544,42221.85417,42222.33194,736182.3326,1531.617554,1045.759277,1376.036332,127.7389254,3.590751808
150806-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736182.4055,42222.40486,42222.74792,736182.7481,1789.329956,1226.511597,1524.457597,171.2235561,2.967772332
150806-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736182.8602,42222.85972,42223.31042,736183.3107,1885.658325,967.4401855,1347.61525,248.8456525,1.80515544
150807-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736183.431,42223.43056,42223.74444,736183.7451,1852.944946,870.7380981,1444.716522,249.6142215,1.929265773
150812-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736188.8908,42228.89028,42229.36597,736189.3666,948.0922241,723.5028687,835.7909927,72.38320699,3.848917576
150813-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736189.398,42229.39792,42229.76111,736189.7617,867.925354,722.8730469,814.8599548,66.36970378,4.092529716
150814-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736190.8643,42230.86389,42231.32014,736191.3202,1442.56311,993.9974976,1200.50897,135.8717254,2.945201847
150815-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736191.5166,42231.51597,42231.75278,736191.7529,1430.307373,956.699646,1161.544278,158.6324063,2.440746094
150819-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736195.8736,42235.87292,42236.27361,736196.2743,1219.109253,992.0480957,1139.128149,86.74695247,4.377207179
150820-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736196.5046,42236.50417,42236.81806,736196.8185,1654.152222,1005.527588,1296.744493,247.8548616,1.743956772
150820-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736197.0323,42237.03194,42237.17083,736197.1709,1202.825439,952.2910156,1041.395732,87.90151027,3.949100641
150821-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736197.5103,42237.50972,42237.77986,736197.7801,1315.608643,889.4038696,1102.291412,116.4168335,3.156162727
150822-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736198.5279,42238.52778,42238.81667,736198.8167,1155.424683,678.1951904,925.5493885,160.3332039,1.924220656
150825-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736201.8798,42241.87917,42242.17014,736202.1701,1740.515747,1581.500244,1644.3508,68.26872006,8.02881514
150826-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736202.4804,42242.47986,42242.82708,736202.8277,1664.39563,1460.359985,1579.413989,90.51162608,5.816615528
150826-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736202.8767,42242.87639,42243.21806,736203.2184,1603.792969,952.8632813,1293.794429,172.1283622,2.505483722
150827-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736203.4854,42243.48542,42243.8375,736203.8379,1726.77124,912.7809448,1347.590422,296.6285153,1.514341285
150827-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736203.8696,42243.86944,42244.19028,736204.1907,1848.328979,1608.02832,1683.523505,71.95433082,7.799037186
150828-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736204.4756,42244.475,42244.82778,736204.8279,1763.947021,1364.739868,1617.366525,131.1551492,4.11056812
150901-1a,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736208.6411,42248.64097,42248.68056,736209.6411,1240.973022,1227.722534,1234.347778,9.369510118,43.91363628
150901-1b,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736208.8086,42248.80833,42248.84792,736209.8086,1240.973022,1240.973022,1240.973022,,
150904-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736211.8927,42251.89236,42252.24167,736212.8927,1426.67334,1426.67334,1426.67334,,
150905-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736212.2648,42252.26458,42252.72083,736213.2648,,,,,
150909-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736216.8958,42256.89514,42257.29236,736217.8958,1759.683594,1081.130127,1360.781915,237.3387723,1.911166756
150910-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736217.3959,42257.39583,42257.80972,736218.3959,1703.91333,1178.828857,1433.393053,181.6309648,2.630595972
150910-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736217.8919,42257.89167,42258.31458,736218.8919,1703.91333,1319.125488,1523.078234,114.7786814,4.42323207
150911-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736218.4628,42258.4625,42258.72986,736219.4628,1653.620728,1171.753784,1473.647302,151.2294276,3.248149353
150911-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736218.8403,42258.83958,42259.31458,736219.8403,1716.275391,1171.753784,1502.824341,191.7929772,2.611886287
150912-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736219.3942,42259.39375,42259.59514,736220.3942,1716.275391,1624.174805,1670.225098,65.12494887,8.548823591
150915-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736222.448,42262.44792,42262.77639,736223.448,1630.049316,1100.187622,1282.434855,230.4512177,1.854962144
150915-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736222.86,42262.85972,42263.15556,736223.86,1118.260254,991.9138184,1064.349833,47.7740784,7.426271518
150916-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736223.4411,42263.44097,42263.77083,736224.4411,1747.696045,991.9138184,1317.973022,197.8545159,2.220441311
150916-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736223.871,42263.87083,42264.15903,736224.871,1826.814087,1161.05542,1374.326019,176.5030441,2.595471797
150917-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736224.4618,42264.46111,42264.74792,736225.4618,1826.814087,1076.531616,1306.160526,180.4427037,2.412881391
150917-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736224.8683,42264.86806,42265.15694,736225.8683,1254.126099,834.5553589,1084.202122,128.0803484,2.821671799
150918-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736225.5228,42265.52222,42265.81806,736226.5228,1157.632202,490.3695374,881.6909654,204.0447641,1.440355453
150918-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736225.8726,42265.87222,42266.15,736226.8726,716.8648682,490.3695374,606.1447144,92.44909077,2.185508115
150919-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736226.44,42266.43958,42266.625,736227.44,638.5630493,638.5630493,638.5630493,,
150924-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736231.8987,42271.89861,42272.30694,736232.8987,1554.463013,940.7858887,1251.655548,271.3218975,1.537725189
150925-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736232.3898,42272.38958,42272.63333,736233.3898,1670.367798,940.7858887,1288.130539,383.8969291,1.118469083
150925-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736232.9039,42272.90347,42273.29861,736233.9039,1670.367798,1566.292236,1618.330017,73.59253531,7.330136634
150926-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736233.322,42273.32153,42273.58542,736234.322,,,,,
150928-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736235.8702,42275.87014,42276.23194,736236.8702,1011.74762,753.1342163,872.040302,82.1978485,3.536346826
150929-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736236.393,42276.39236,42276.81667,736237.393,1374.78186,753.1342163,942.7217825,168.8458986,1.861108839
150929-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736236.8981,42276.89792,42277.08542,736237.8981,1712.21875,779.9508667,1095.928364,231.2665551,1.579603477
150930-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736237.4291,42277.42847,42277.75417,736238.4291,1856.406128,821.8500977,1179.207893,239.4270955,1.641707664
150930-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736237.8715,42277.87083,42278.10069,736238.8715,1856.406128,930.1413574,1229.109052,236.0158703,1.735913
151001-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736238.3915,42278.39097,42278.75278,736239.3915,1856.406128,960.9381714,1246.804536,263.0293259,1.580057701
151001-2,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736238.8588,42278.85833,42279.25833,736239.8588,,,,,
151002-1,5369,NOX_IN_SENSOR_DITHER_ERR,EONOx_SIR_Delta,736239.3993,42279.39861,42279.70139,736240.3993,,,,,
