Test_No,SEID,System_Error,Parameter,DateNum_Start,Start,Stop,Datenum_Stop,Max,Min,Mean,Std,Ppk
150413-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736067.9015,42107.90139,42108.14514,736068.1455,159.9602051,0,6.477191434,22.76243559,16.37965914
150415-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736069.8766,42109.87639,42110.12083,736070.1213,,,,,
150416-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736070.4074,42110.40694,42110.76458,736070.7646,,,,,
150416-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736070.8942,42110.89375,42111.18264,736071.1831,5.919175148,0,0.195362515,0.897038184,417.96981
150417-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736071.4539,42111.45347,42111.75833,736071.7585,133.9520111,0,15.53111952,25.33789156,14.59564855
150417-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736071.8761,42111.87569,42112.29653,736072.2968,71.91085815,0,3.051362205,9.765315726,38.29705969
150418-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736072.2803,42112.27986,42112.40764,736072.4078,71.91085815,0,3.474157061,14.24212405,26.24903043
150420-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736074.863,42114.8625,42115.26875,736075.2693,61.31016541,0,2.095147268,8.641518003,43.31433637
150526-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736110.8112,42150.81111,42150.84306,736110.8431,,,,,
150603-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736118.9397,42158.93958,42159.23333,736119.2336,0,0,0,0,
150604-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736119.5425,42159.54236,42159.75347,736119.7539,,,,,
150604-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736119.9097,42159.90903,42160.30069,736120.3007,97.73219299,0,3.825469618,14.75468884,25.32922568
150605-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736120.4107,42160.41042,42160.70833,736120.7085,12.09164619,0,0.778407097,2.870605505,130.5440717
150605-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736120.8431,42160.84306,42160.95903,736120.9591,0,0,0,0,
150624-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736139.8491,42179.84861,42180.32569,736140.3258,0,0,0,0,
150625-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736140.8805,42180.87986,42181.32361,736141.324,158.3447266,0,19.09217878,35.16746699,10.48230003
150627-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736142.538,42182.5375,42182.90486,736142.9049,143.5517731,0,7.29152931,19.40414689,19.20050865
150629-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736144.8669,42184.86667,42185.08264,736145.0828,,,,,
150630-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736145.8861,42185.88542,42186.27083,736146.2714,48.5294075,0,3.394616747,8.48033135,44.08653927
150701-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736146.9103,42186.90972,42187.34444,736147.3448,62.54220581,0,4.046159509,11.12964943,33.57260105
150702-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736147.3809,42187.38056,42187.8125,736147.8128,90,0,2.349487898,8.551901391,43.75831996
150702-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736147.8734,42187.87292,42188.33125,736148.3317,36.21883774,0,1.575864583,5.987508769,62.54265776
150703-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736148.7864,42188.78611,42188.93889,736148.9391,0,0,0,0,
150706-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736151.8348,42191.83472,42192.23125,736152.2313,90,0,4.85641935,14.16285057,26.3634211
150707-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736152.3646,42192.36389,42192.79236,736152.7928,89.87283325,0,4.497465714,12.65213813,29.52076881
150707-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736152.8775,42192.87708,42193.34167,736153.3418,158.1289673,0,19.18650088,30.09728172,12.24710268
150708-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736153.4391,42193.43889,42193.78958,736153.79,84.7754364,0,8.501182187,21.27823234,17.49046945
150708-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736153.8883,42193.88819,42194.16458,736154.1648,0,0,0,,
150709-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736154.4115,42194.41111,42194.81042,736154.8104,9.679039001,0,1.382719857,3.658332875,102.3797194
150709-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736154.8817,42194.88125,42195.28472,736155.2848,90,0,7.340376495,16.46013767,22.63366293
150710-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736155.3704,42195.37014,42195.76528,736155.7656,90,0,6.357180573,16.58257341,22.48631322
150710-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736155.8801,42195.87986,42196.17847,736156.1786,40.67344284,0,1.650051297,6.995019082,53.53094516
150711-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736156.4595,42196.45903,42196.73611,736156.7364,87.28524017,0,4.995991325,17.63094831,21.17496251
150713-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736158.8608,42198.86042,42199.275,736159.2751,70.34810638,0,7.024006557,20.85541659,17.86867516
150715-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736160.8766,42200.87639,42201.34236,736161.3426,33.43409729,0,2.226796714,7.396339871,50.60039708
150716-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736161.4475,42201.44722,42201.74514,736161.7455,,,,,
150716-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736161.9004,42201.9,42202.30694,736162.3072,90,0,4.878175377,14.98495668,24.91658464
150717-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736162.3938,42202.39375,42202.78403,736162.7845,90,0,3.709128167,12.2697967,30.46208777
150717-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736162.8781,42202.87778,42203.12153,736163.1219,20.11312485,0,3.470124284,5.77599434,64.72362505
150721-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736166.6791,42206.67847,42206.73125,736166.7314,0,0,0,0,
150722-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736167.8628,42207.8625,42207.89861,736167.8992,14.43057251,0,1.803821564,5.101977839,73.38305613
150728-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736174.0009,42214.00069,42214.36597,736174.3665,74.55416107,0,6.074435179,14.21729015,26.23391549
150729-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736174.3862,42214.38611,42214.75278,736174.7531,83.71369934,0,15.68555899,27.50693053,13.44284779
150729-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736175.0349,42215.03472,42215.36111,736175.3618,19.35617828,0,1.665677375,4.452516617,84.09733335
150730-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736175.4074,42215.40694,42215.78958,736175.7898,28.62322998,0,1.109079113,4.392172543,85.2949886
150730-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736175.881,42215.88056,42216.31319,736176.3133,0,0,0,0,
150731-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736176.4126,42216.4125,42216.63681,736176.6372,0,0,0,0,
150731-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736176.8931,42216.89306,42217.34653,736177.3467,0,0,0,0,
150801-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736177.5525,42217.55208,42217.78056,736177.7809,24.89493179,0,0.868126763,4.198396433,89.25089148
150803-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736179.8544,42219.85417,42220.22431,736180.2247,0,0,0,0,
150804-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736180.3565,42220.35625,42220.49514,736180.4956,0,0,0,,
150804-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736180.8791,42220.87847,42221.30556,736181.3061,155.2985229,0,14.5273811,29.71571305,12.45662653
150805-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736181.4076,42221.40694,42221.76319,736181.7634,132.0028229,0,12.96274195,26.90973311,13.77490756
150805-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736181.8544,42221.85417,42222.33194,736182.3326,149.094101,0,18.28154413,32.0974031,11.4933333
150806-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736182.4055,42222.40486,42222.74792,736182.7481,94.20881653,0,12.56154459,22.61020488,16.40024142
150806-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736182.8602,42222.85972,42223.31042,736183.3107,155.8458862,0,14.07655109,32.87288646,11.2648403
150807-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736183.431,42223.43056,42223.74444,736183.7451,132.0609894,0,11.15066062,24.88627112,14.91919425
150812-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736188.8908,42228.89028,42229.36597,736189.3666,12.53455162,0,1.248297821,2.90543773,128.9251175
150813-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736189.398,42229.39792,42229.76111,736189.7617,6.798540115,0,0.309024551,1.449453623,258.6471108
150814-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736190.8643,42230.86389,42231.32014,736191.3202,136.0270691,0,13.28892772,26.29568667,14.09243889
150815-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736191.5166,42231.51597,42231.75278,736191.7529,176.4115601,0,7.032316753,25.25564593,14.75534997
150819-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736195.8736,42235.87292,42236.27361,736196.2743,28.64613342,0,0.876689972,4.469347319,83.83948332
150820-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736196.5046,42236.50417,42236.81806,736196.8185,16.49861526,0,0.75555258,2.883325035,129.9708304
150820-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736197.0323,42237.03194,42237.17083,736197.1709,0,0,0,0,
150821-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736197.5103,42237.50972,42237.77986,736197.7801,43.4531517,0,1.731286778,7.831082038,47.81240991
150822-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736198.5279,42238.52778,42238.81667,736198.8167,69.02294922,0,4.044054385,14.3601604,26.02004237
150825-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736201.8798,42241.87917,42242.17014,736202.1701,0.733763695,0,0.021581285,0.125839435,2979.930773
150826-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736202.4804,42242.47986,42242.82708,736202.8277,0,0,0,0,
150826-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736202.8767,42242.87639,42243.21806,736203.2184,158.0967712,0,12.25130362,27.66431732,13.40774933
150827-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736203.4854,42243.48542,42243.8375,736203.8379,127.5214005,0,10.26709437,23.54296739,15.78295672
150827-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736203.8696,42243.86944,42244.19028,736204.1907,5.414843559,0,0.902473927,2.210600626,169.5010718
150828-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736204.4756,42244.475,42244.82778,736204.8279,8.088083267,0,1.155440467,3.05700813,122.5429692
150901-1a,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736208.6411,42248.64097,42248.68056,736209.6411,0,0,0,0,
150901-1b,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736208.8086,42248.80833,42248.84792,736209.8086,0,0,0,0,
150904-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736211.8927,42251.89236,42252.24167,736212.8927,0,0,0,0,
150905-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736212.2648,42252.26458,42252.72083,736213.2648,0,0,0,0,
150909-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736216.8958,42256.89514,42257.29236,736217.8958,138.799881,0,9.794487588,22.03651074,16.86905768
150910-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736217.3959,42257.39583,42257.80972,736218.3959,94.64376831,0,8.271758165,19.12613998,19.46251297
150910-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736217.8919,42257.89167,42258.31458,736218.8919,119.9494705,0,5.171009283,15.84339265,23.56037866
150911-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736218.4628,42258.4625,42258.72986,736219.4628,119.9494705,0,4.469261843,16.1675251,23.10249984
150911-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736218.8403,42258.83958,42259.31458,736219.8403,15.59120178,0,1.220564984,3.956457162,94.67893363
150912-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736219.3942,42259.39375,42259.59514,736220.3942,0,0,0,0,
150915-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736222.448,42262.44792,42262.77639,736223.448,43.41624451,0,7.944572176,16.28850964,22.85978383
150915-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736222.86,42262.85972,42263.15556,736223.86,43.41624451,0,5.427030563,15.34996045,24.31217924
150916-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736223.4411,42263.44097,42263.77083,736224.4411,69.64051819,0,4.133198518,14.31517349,26.09973727
150916-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736223.871,42263.87083,42264.15903,736224.871,69.64051819,0,2.293119418,9.026814753,41.45821501
150917-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736224.4618,42264.46111,42264.74792,736225.4618,36.69340897,0,1.881846474,6.191158274,60.46893026
150917-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736224.8683,42264.86806,42265.15694,736225.8683,36.69340897,0,3.070787324,8.821845867,42.39208096
150918-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736225.5228,42265.52222,42265.81806,736226.5228,0,0,0,0,
150918-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736225.8726,42265.87222,42266.15,736226.8726,8.59967804,0,1.074959755,3.040445329,123.2193444
150919-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736226.44,42266.43958,42266.625,736227.44,8.59967804,0,2.14991951,4.29983902,87.04590066
150924-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736231.8987,42271.89861,42272.30694,736232.8987,70.98151398,0,4.662634149,13.36657622,27.93877673
150925-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736232.3898,42272.38958,42272.63333,736233.3898,70.98151398,0,3.154979888,11.24934091,33.24179995
150925-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736232.9039,42272.90347,42273.29861,736233.9039,2.682384491,0,0.116625413,0.55931583,670.3924768
150926-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736233.322,42273.32153,42273.58542,736234.322,2.682384491,0,0.383197784,1.013846041,369.7526571
150928-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736235.8702,42275.87014,42276.23194,736236.8702,115.7790527,0,7.119618108,18.32108138,20.33868996
150929-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736236.393,42276.39236,42276.81667,736237.393,96.55819702,0,7.221423665,17.61384504,21.15340847
150929-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736236.8981,42276.89792,42277.08542,736237.8981,42.85694504,0,1.619214664,6.882092306,54.41081653
150930-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736237.4291,42277.42847,42277.75417,736238.4291,42.85694504,0,0.615416231,4.430591977,84.59250214
150930-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736237.8715,42277.87083,42278.10069,736238.8715,38.9575882,0,0.470335285,3.33565148,112.3748161
151001-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736238.3915,42278.39097,42278.75278,736239.3915,38.9575882,0,2.079324068,6.978649824,53.6360043
151001-2,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736238.8588,42278.85833,42279.25833,736239.8588,,,,,
151002-1,5366,NOX_IN_SENSOR_IR_LO_MOTOR_ERR,EONOx_IRL_Mot_Cusum_Value,736239.3993,42279.39861,42279.70139,736240.3993,,,,,
