Test_No,SEID,System_Error,Parameter,DateNum_Start,Start,Stop,Datenum_Stop,Max,Min,Mean,Std,Ppk
150710-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736155.8801,42195.87986,42196.17847,736156.1786,33.57567215,4.143752575,16.09767098,5.459576552,60.07195611
150711-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736156.4595,42196.45903,42196.73611,736156.7364,57.83347702,3.98380971,16.81368271,7.574619357,43.26669856
150713-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736158.8608,42198.86042,42199.275,736159.2751,11.21804142,5.872693062,8.095654517,1.568845605,210.7503637
150715-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736160.8766,42200.87639,42201.34236,736161.3426,11.40435219,5.588693142,8.828364762,1.642572465,201.1421427
150716-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736161.4475,42201.44722,42201.74514,736161.7455,25.00278282,3.028229952,10.26593355,4.951189339,66.6327488
150716-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736161.9004,42201.9,42202.30694,736162.3072,51.8856926,2.23375845,13.76180225,6.379819404,51.52905515
150717-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736162.3938,42202.39375,42202.78403,736162.7845,36.14165878,1.73052597,13.13592198,5.587966055,58.86841284
150717-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736162.8781,42202.87778,42203.12153,736163.1219,1.718234897,0.001915141,0.873859671,0.465702929,715.1383977
150721-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736166.6791,42206.67847,42206.73125,736166.7314,76.45075226,4.016212463,12.52611678,15.48834325,21.25198001
150722-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736167.8628,42207.8625,42207.89861,736167.8992,10.67807674,2.219949245,7.286146419,2.364530338,139.9451775
150728-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736174.0009,42214.00069,42214.36597,736174.3665,13.12875938,0.904179275,4.834266472,2.577239042,128.712124
150729-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736174.3862,42214.38611,42214.75278,736174.7531,14.53275585,0.468151122,4.989966308,2.663117149,124.5420283
150729-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736175.0349,42215.03472,42215.36111,736175.3618,18.70493889,0.103837453,4.288168202,4.415169029,75.17355321
150730-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736175.4074,42215.40694,42215.78958,736175.7898,15.78618717,0.02180719,3.319326224,3.708022385,89.59678685
150730-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736175.881,42215.88056,42216.31319,736176.3133,,,,,
150731-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736176.4126,42216.4125,42216.63681,736176.6372,,,,,
150731-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736176.8931,42216.89306,42217.34653,736177.3467,15.52477741,2.895485401,6.619734665,2.062409401,160.5533581
150801-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736177.5525,42217.55208,42217.78056,736177.7809,10.09068012,3.525268316,6.562386264,1.620007223,204.4101202
150803-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736179.8544,42219.85417,42220.22431,736180.2247,23.18949699,0.565514863,6.007115133,3.611249336,91.74967742
150804-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736180.3565,42220.35625,42220.49514,736180.4956,15.13987541,0.487496048,7.714090893,3.363860372,98.32809126
150804-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736180.8791,42220.87847,42221.30556,736181.3061,24.22424316,1.729146004,9.094683097,4.169492476,79.21869968
150805-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736181.4076,42221.40694,42221.76319,736181.7634,26.28894424,1.965022802,8.833019772,4.051490462,81.54751851
150805-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736181.8544,42221.85417,42222.33194,736182.3326,25.58037949,3.852168322,12.03473298,4.675361217,70.43771387
150806-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736182.4055,42222.40486,42222.74792,736182.7481,26.66042709,3.204727888,10.78402581,4.175132252,78.97681753
150806-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736182.8602,42222.85972,42223.31042,736183.3107,9.753727913,0.901962459,3.646290936,2.032587684,163.3965932
150807-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736183.431,42223.43056,42223.74444,736183.7451,,,,,
150812-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736188.8908,42228.89028,42229.36597,736189.3666,,,,,
150813-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736189.398,42229.39792,42229.76111,736189.7617,,,,,
150814-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736190.8643,42230.86389,42231.32014,736191.3202,80.41698456,4.095574379,14.64041138,9.142847673,35.92460554
150815-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736191.5166,42231.51597,42231.75278,736191.7529,23.52884865,3.102069855,10.54462935,3.620646917,91.09379192
150819-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736195.8736,42235.87292,42236.27361,736196.2743,77.71716309,0.012562719,11.91254339,16.2533332,20.26430403
150820-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736196.5046,42236.50417,42236.81806,736196.8185,23.41306114,0.078314908,5.41122469,3.663199743,90.50273394
150820-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736197.0323,42237.03194,42237.17083,736197.1709,6.733328342,6.371897697,6.510690093,0.155917322,2123.966075
150821-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736197.5103,42237.50972,42237.77986,736197.7801,28.71762466,2.031350374,10.51822193,6.999240461,47.12329305
150822-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736198.5279,42238.52778,42238.81667,736198.8167,,,,,
150825-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736201.8798,42241.87917,42242.17014,736202.1701,29.81144714,1.436726689,7.701144896,7.533564964,43.905679
150826-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736202.4804,42242.47986,42242.82708,736202.8277,52.13759613,1.129391313,11.85971166,11.17584607,29.47249758
150826-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736202.8767,42242.87639,42243.21806,736203.2184,13.04770088,0.998930871,4.989604813,2.637656882,125.7442293
150827-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736203.4854,42243.48542,42243.8375,736203.8379,31.95970154,0.294664621,4.978502296,4.096514549,80.96488578
150827-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736203.8696,42243.86944,42244.19028,736204.1907,24.67573357,1.278094649,8.250291624,5.412149279,61.08169215
150828-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736204.4756,42244.475,42244.82778,736204.8279,6.169444561,0.235622868,2.510706756,1.589360155,209.2014388
150901-1a,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736208.6411,42248.64097,42248.68056,736209.6411,13.10663414,1.184949756,6.291008597,3.565243455,92.90707203
150901-1b,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736208.8086,42248.80833,42248.84792,736209.8086,13.10663414,3.24456358,8.224890743,3.376144275,97.91989801
150904-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736211.8927,42251.89236,42252.24167,736212.8927,142.8609924,4.76624012,21.24899404,19.5736786,16.66780895
150905-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736212.2648,42252.26458,42252.72083,736213.2648,113.3502426,4.76624012,25.47185617,22.57986252,14.38639028
150909-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736216.8958,42256.89514,42257.29236,736217.8958,46.93659592,3.65873313,17.20648127,6.269632171,52.25152459
150910-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736217.3959,42257.39583,42257.80972,736218.3959,46.93659592,0.304975927,11.63876304,7.280994138,45.24845638
150910-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736217.8919,42257.89167,42258.31458,736218.8919,26.97697639,0.304975927,6.429006704,3.638135855,91.03297522
150911-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736218.4628,42258.4625,42258.72986,736219.4628,16.08180809,0.637133121,5.452121669,2.977598708,111.3366816
150911-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736218.8403,42258.83958,42259.31458,736219.8403,13.61308098,1.964271545,6.099946439,2.541317762,130.3654438
150912-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736219.3942,42259.39375,42259.59514,736220.3942,13.61308098,3.847379923,8.682915419,3.292728172,100.3541777
150915-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736222.448,42262.44792,42262.77639,736223.448,,,,,
150915-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736222.86,42262.85972,42263.15556,736223.86,,,,,
150916-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736223.4411,42263.44097,42263.77083,736224.4411,60.90759659,4.18268013,16.09863171,10.98062013,29.86781427
150916-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736223.871,42263.87083,42264.15903,736224.871,73.92290497,4.18268013,24.64732184,16.34215355,19.89441345
150917-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736224.4618,42264.46111,42264.74792,736225.4618,73.92290497,7.817538261,32.58539125,16.63964639,19.37971089
150917-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736224.8683,42264.86806,42265.15694,736225.8683,,,,,
150918-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736225.5228,42265.52222,42265.81806,736226.5228,,,,,
150918-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736225.8726,42265.87222,42266.15,736226.8726,,,,,
150919-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736226.44,42266.43958,42266.625,736227.44,,,,,
150924-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736231.8987,42271.89861,42272.30694,736232.8987,25.64271164,0.149136618,4.87655177,3.332169512,99.54710135
150925-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736232.3898,42272.38958,42272.63333,736233.3898,23.74162292,0.182771578,4.508569422,2.982569262,111.2565871
150925-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736232.9039,42272.90347,42273.29861,736233.9039,8.667621613,0.189035609,3.273311796,2.132926488,155.7682514
150926-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736233.322,42273.32153,42273.58542,736234.322,8.667621613,0.36874631,3.643862906,2.304013866,144.1478791
150928-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736235.8702,42275.87014,42276.23194,736236.8702,,,,,
150929-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736236.393,42276.39236,42276.81667,736237.393,,,,,
150929-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736236.8981,42276.89792,42277.08542,736237.8981,54.91655731,6.496620655,22.83113506,15.26705243,21.33502564
150930-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736237.4291,42277.42847,42277.75417,736238.4291,54.91655731,5.514069557,17.9248942,11.23991169,29.12463885
150930-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736237.8715,42277.87083,42278.10069,736238.8715,35.19423294,1.929186463,11.86244184,6.049481361,54.44750821
151001-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736238.3915,42278.39097,42278.75278,736239.3915,35.19423294,1.929186463,11.21907847,6.83007032,48.25625873
151001-2,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736238.8588,42278.85833,42279.25833,736239.8588,,,,,
151002-1,12493,SCR_EFFICIENCY4_DEGRADED_ERR,P_SCDE_CE4_EWMA_FiltVal,736239.3993,42279.39861,42279.70139,736240.3993,,,,,
